year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2014,Chrysler,Town and Country,Touring,automatic,Texas,28491.0,white,black,hertz corporation/gdp,18400.0
2014,Dodge,Charger,SXT,automatic,Texas,33194.0,gray,black,avis corporation,17400.0
2006,Dodge,Ram Pickup 3500,SLT,automatic,Texas,206471.0,blue,gray,westlake financial services,5800.0
2009,Mercedes-Benz,S-Class,S550 4MATIC,automatic,Texas,119376.0,black,black,jpmorgan chase bank n.a.,18300.0
2007,BMW,5 Series,530i,UNKNOWN,Texas,102385.0,black,brown,improved credit lending,5200.0
2007,Chevrolet,Silverado 2500HD,LTZ,automatic,Texas,249082.0,gray,black,remarketing by ge/ak&y enterprises inc,11250.0
2004,Honda,Accord,LX,automatic,Texas,134425.0,silver,gray,austin infiniti inc,4400.0
2012,Toyota,Corolla,LE,automatic,Texas,50139.0,white,gray,chrysler capital,8400.0
2003,Ford,Escape,XLT Popular,automatic,Texas,98740.0,blue,tan,dt inventory,3000.0
2013,Nissan,Altima,2.5,automatic,Texas,56516.0,silver,black,the hertz corporation,12400.0
2014,GMC,Terrain,SLT-2,automatic,Texas,33061.0,white,black,avis corporation,21900.0
2005,GMC,Yukon XL,Denali,automatic,Texas,171460.0,beige,gray,credit acceptance corp/vrs/southfield,4100.0
2013,Ford,F-150,XLT,automatic,Texas,48471.0,white,gray,the hertz corporation,23801.0
2007,Chevrolet,Malibu,LS,automatic,Texas,126181.0,—,gray,dt credit corporation,4200.0
2006,Ford,Explorer,XLT,automatic,Texas,86781.0,gray,brown,desert sun motors inc,6200.0
2006,Chevrolet,Impala,SS,automatic,Texas,102739.0,black,black,dt credit corporation,5500.0
2006,Chevrolet,Silverado 1500,Work Truck,automatic,Texas,215144.0,blue,gray,bmw of houston north in the woodlands,5400.0
