year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2009,Buick,Enclave,CXL,automatic,Georgia,88334.0,red,tan,jim ellis,12300.0
2006,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,99266.0,black,black,carworks inc,15700.0
2011,BMW,3 Series,328i,automatic,Georgia,41010.0,black,tan,bmw of columbus,19200.0
2006,Mercedes-Benz,CLS-Class,CLS500,automatic,Georgia,119685.0,white,burgundy,carworks inc,11700.0
2012,Toyota,Camry,SE,automatic,Georgia,44004.0,red,black,lagrange toyota inc,17000.0
2009,Dodge,Challenger,SRT8,automatic,Georgia,69653.0,red,black,santander consumer,19600.0
2010,Mazda,Mazda6,i Sport,automatic,Georgia,54930.0,white,black,santander consumer,9000.0
2014,Chevrolet,Cruze,2LT,automatic,Georgia,38764.0,red,black,avis corporation,12800.0
2014,Kia,Rio,LX,automatic,Georgia,23664.0,black,tan,kia motors finance,9900.0
2015,Ford,Fiesta,SE,automatic,Georgia,16838.0,red,black,avis budget group,11300.0
2013,Nissan,Sentra,SL,automatic,Georgia,37888.0,purple,black,nissan motor acceptance corporation,11500.0
2012,Scion,tC,Base,automatic,Georgia,81872.0,white,black,world omni financial corporation,8200.0
2007,Chevrolet,TrailBlazer,LS,automatic,Georgia,135809.0,white,gray,wells fargo dealer services,3600.0
2015,Ford,F-250 Super Duty,XLT,automatic,Georgia,10311.0,white,gray,young motors llc,38700.0
2007,Nissan,Quest,3.5 S,automatic,Georgia,122645.0,black,beige,onpoint financial corp,2800.0
2009,Honda,Accord,EX,automatic,Georgia,96136.0,silver,black,capital one auto finance,9000.0
2011,Jeep,Grand Cherokee,Laredo,automatic,Georgia,88060.0,white,black,chrysler / dodge / jeep / ram of gadsden,15700.0
2005,Chevrolet,TrailBlazer,LS,automatic,Georgia,120900.0,gray,gray,tag financial services inc,1800.0
2009,Dodge,Journey,R/T,automatic,Georgia,107867.0,gray,black,onemain rem/garcia trucks auto sales inc,7900.0
2014,Ford,E-Series Van,E-150,UNKNOWN,Georgia,5043.0,white,gray,ge fleet services for itself/servicer,21200.0
2008,Ford,Focus,SES,automatic,Georgia,171002.0,silver,black,wells fargo dealer services,2200.0
2014,Dodge,Charger,SE,automatic,Georgia,10868.0,black,gray,chrysler capital,17800.0
2012,Ford,Fusion,SE,automatic,Georgia,81293.0,silver,black,t. james motorsports llc,9200.0
2012,Jeep,Liberty,Sport,automatic,Georgia,83417.0,red,black,ge fleet services for itself/servicer,11100.0
2006,Chevrolet,Colorado,LT,automatic,Georgia,104350.0,gray,gray,santander consumer,5800.0
2011,Honda,Accord,EX-L,automatic,Georgia,21722.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,12700.0
2009,Ford,Focus,SE,UNKNOWN,Georgia,87180.0,gray,gray,nationwide financial inc,6300.0
2012,Ford,Mustang,V6,automatic,Georgia,61417.0,blue,black,wells fargo dealer services,13100.0
2007,Dodge,Nitro,SLT,automatic,Georgia,155391.0,silver,—,wells fargo dealer services,4000.0
2004,lexus,gx,470,automatic,Georgia,144650.0,beige,beige,r m hollenshead auto sales inc,10100.0
2005,Ford,Mustang,GT Deluxe,automatic,Georgia,86628.0,blue,black,cameron motor sports,9300.0
2008,Ford,Taurus X,SEL,automatic,Georgia,104892.0,black,tan,onpoint financial corp,4300.0
2013,Kia,Rio,EX,automatic,Georgia,17518.0,silver,black,kia motors finance,11000.0
2013,Ford,F-250 Super Duty,XLT,UNKNOWN,Georgia,33373.0,white,gray,wells fargo dealer services,34000.0
2012,Nissan,Altima,2.5 S,automatic,Georgia,72751.0,silver,gray,santander consumer,10000.0
2013,Honda,Civic,EX,automatic,Georgia,28626.0,black,gray,ahfc/honda lease trust/hvt  inc.,14100.0
2008,Kia,Sorento,LX,automatic,Georgia,76738.0,gray,gray,nissan motor acceptance corporation,7600.0
2011,Chevrolet,Silverado 1500,Work Truck,automatic,Georgia,35448.0,black,black,gm financial,15900.0
2011,Honda,Accord,LX-P,automatic,Georgia,52255.0,red,beige,santander consumer,12100.0
2014,Toyota,Tundra,SR5,automatic,Georgia,14304.0,silver,black,world omni financial corporation,31000.0
2012,Honda,Accord,LX,automatic,Georgia,53292.0,white,tan,ahfc/honda lease trust/hvt  inc.,12500.0
2013,Ford,Focus,SE,automatic,Georgia,97702.0,white,gray,enterprise veh exchange/rental,8100.0
2013,Nissan,Pathfinder,Platinum,automatic,Georgia,20322.0,silver,black,tdaf remarketing,27400.0
2008,Honda,CR-V,EX,automatic,Georgia,99983.0,blue,gray,nalley bmw,9000.0
2010,Ford,Mustang,V6,automatic,Georgia,124205.0,red,gray,ford motor credit company llc,5600.0
2004,Mercedes-Benz,C-Class,C230,automatic,Georgia,184121.0,silver,black,terry cullen southlake chev inc,4100.0
2010,Chevrolet,Equinox,LT2,automatic,Georgia,162405.0,beige,black,lease plan usa,7100.0
2013,Dodge,Charger,R/T,automatic,Georgia,15379.0,blue,black,nissan of albertville,23500.0
2014,Ford,F-150,FX4,automatic,Georgia,18966.0,white,black,ars/thrifty car rental/greer,35000.0
2014,Ford,Focus,SE,automatic,Georgia,40335.0,gray,black,ars/avis budget group,11500.0
2010,Toyota,Camry,LE,automatic,Georgia,103962.0,beige,gray,prestige financial services,8500.0
2007,Nissan,Altima,2.5 S,automatic,Georgia,154217.0,blue,black,gm financial,5000.0
2007,Acura,RL,Base,automatic,Georgia,39974.0,silver,gray,sossa pre owned,15000.0
2006,Ford,Econoline Cargo,E-250,automatic,Georgia,179024.0,white,gray,premier luxury motorsports llc,4600.0
2012,Ford,Focus,SEL,automatic,Georgia,98534.0,red,gray,consolidated asset recovery systems  inc.,7300.0
2011,Mazda,Mazda3,i Sport,manual,Georgia,94769.0,gray,black,carl black chevrolet buick gmc,6200.0
2002,Ford,F-150,King Ranch,automatic,Georgia,209500.0,blue,brown,townsend used cars llc,5400.0
2013,Infiniti,G Sedan,G37 Journey,automatic,Georgia,30486.0,gray,gray,nissan infiniti lt,19600.0
2010,Chevrolet,Cobalt,LT,automatic,Georgia,55693.0,white,black,remarketing by ge/flagship credit acceptance,6300.0
2012,Toyota,Prius,Three,automatic,Georgia,49879.0,black,tan,germain toyota of naples/germain scion of naples,13200.0
2012,Mercedes-Benz,S-Class,S550,automatic,Georgia,47915.0,black,black,cameron motor sports,40000.0
2013,Nissan,Altima,2.5,automatic,Georgia,13773.0,—,gray,nissan-infiniti lt,16000.0
2014,Chevrolet,Camaro,LT,automatic,Georgia,25587.0,red,black,superior motors,19600.0
2012,Porsche,Cayenne,Base,automatic,Georgia,21748.0,green,tan,pye auto sales,41000.0
1996,Subaru,Legacy,Outback,manual,Georgia,243783.0,blue,gray,by the book auto brokers  inc.,700.0
2012,Hyundai,Elantra,GLS,automatic,Georgia,24386.0,gray,gray,hyundai motor finance,11000.0
2008,Chevrolet,Suburban,1500 LS,UNKNOWN,Georgia,140194.0,black,black,cameron motor sports,13800.0
2013,Toyota,Camry,XLE,automatic,Georgia,31997.0,silver,gray,onesource/savannah toyota scion,19500.0
2007,GMC,Yukon,SLE,automatic,Georgia,111158.0,blue,black,terry cullen southlake chev inc,14400.0
2012,Chevrolet,Impala,LS,automatic,Georgia,82072.0,white,gray,ge fleet services for itself/servicer,8100.0
2010,Jeep,Patriot,Sport,automatic,Georgia,44605.0,red,gray,tdaf remarketing,7700.0
2014,Dodge,Avenger,SE,automatic,Georgia,37481.0,silver,black,chrysler capital,11000.0
